難易度,お題,ひらがな,別解1,別解2,別解3,別解4,別解5,別解6,別解7,別解8,別解9,別解10,別解11,別解12,別解13,別解14,別解15,別解16,別解17,別解18,別解19,別解20,別解21,別解22,別解23,別解24,別解25,別解26,別解27,別解28,別解29,別解30,別解31,別解32,別解33,別解34,別解35,別解36
ふつう,みずがめ座,みずがめざ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ミズグモ,みずぐも,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ミス・コンテスト,みすこんてすと,みすこん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,水玉模様,みずたまもよう,こいんどっと,どっとがら,ぴんどっと,ぽるかどっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,水飲み鳥,みずのみどり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,水不足,みずぶそく,かんばつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,みそ汁,みそしる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,みたらし団子,みたらし,みたらしだんご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,道の駅,みちのえき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,水戸黄門,みとこうもん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,緑色,みどりいろ,ぐりーん,みどり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,みどりの日,みどりのひ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,港,みなと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ミニコンポ,みにこんぽ,こんぽ,すぴーかー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ミネストローネ,みねすとろーね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ミネラルウォーター,みねらるうぉーたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ミノタウロス,みのたうろす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,耳,みみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,耳あて,みみあて,いやーまふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ミミズク,みみずく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,耳掃除,みみそうじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,宮城県,みやぎけん,みやぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,宮崎県,みやざきけん,みやざき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,宮沢賢治（みやざわけんじ）,みやざわけんじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,宮本武蔵,みやもとむさし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ミュージシャン,みゅーじしゃん,ばんどまん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ミュージックビデオ,みゅーじっくびでお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ミルフィーユ,みるふぃーゆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ミロのビーナス,みろのびーなす,ヴぃーなす,びーなす,みろのヴぃーなす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,民謡,みんよう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,無一文,むいちもん,いちもんなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ムー大陸,むーたいりく,むー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ムーンウォーク,むーんうぉーく,ばっくすらいど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,向かい風,むかいかぜ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,昔話,むかしばなし,にっぽんむかしばなし,にほんむかしばなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,麦茶,むぎちゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,無限,むげん,むげんだい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,虫かご,むしかご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,無重力,むじゅうりょく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,矛盾,むじゅん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,虫よけスプレー,むしよけすぷれー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,無人島,むじんとう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,むすんでひらいて,むすんでひらいて,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,無駄,むだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,胸やけ,むねやけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,無表情,むひょうじょう,ぽーかーふぇいす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,夢遊病,むゆうびょう,すいみんじゆうこうしょう,むちゅうゆうこうしょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,紫色,むらさきいろ,むらさき,ぱーぷる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,紫式部,むらさきしきぶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ムンクの「叫び」,むんくのさけび,さけび,むんく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,迷彩,めいさい,かもふら,かもふらーじゅ,めいさいがら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,瞑想（めいそう）,めいそう,めでぃてーしょん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,メイドカフェ,めいどかふぇ,めいどきっさ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,迷惑メール,めいわくめーる,すぱむめーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,メール,めーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,メガネっ子,めがねっこ,めがねきゃらくたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,女神様,めがみさま,めがみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,メキシコ,めきしこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,目薬,めぐすり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,メジャー,めじゃー,しゃく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,メスシリンダー,めすしりんだー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,目線,めせん,しせん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,めだかの学校,めだかのがっこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,メダルゲーム,めだるげーむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,メトロノーム,めとろのーむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,メノウ,めのう,あげーと,あげっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,めまい,めまい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,メリケンサック,めりけんさっく,なっくるだすたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,免許,めんきょ,らいせんす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,めんこ,めんこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,面接,めんせつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,妄想,もうそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,毛布,もうふ,ぶらんけっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,毛利元就,もうりもとなり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,モーセ,もーせ,もーぜ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,モーター,もーたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,モーツァルト,もーつぁると,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,木星,もくせい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,木馬,もくば,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,目標,もくひょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,モザイク,もざいく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,模写,もしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,木琴,もっきん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,モツ煮,もつに,もつなべ,もつにこみ,もつにこみなべ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,モデル,もでる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,もなか,もなか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,モナリザ,もなりざ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,モニター,もにたー,でぃすぷれい,もにた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,モノマネ,ものまね,まねっこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,モノレール,ものれーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,紅葉狩り,もみじがり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,もみじマーク,もみじまーく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,もやし,もやし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,模様替え,もようがえ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,最寄り駅,もよりえき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,もらい泣き,もらいなき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,銛（もり）,もり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,森ガール,もりがーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,盛り髪,もりがみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,盛り塩,もりしお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,モルモット,もるもっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,紋章,もんしょう,えんぶれむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,モンシロチョウ,もんしろちょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,問題,もんだい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,モンブラン,もんぶらん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ヤギ,やぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,焼き芋,やきいも,いしやきいも,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,焼きおにぎり,やきおにぎり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,やぎ座,やぎざ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,焼き魚,やきざかな,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,焼きそば,やきそば,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,焼きそばパン,やきそばぱん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,焼きドーナツ,やきどーなつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,焼き肉,やきにく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,焼肉定食,やきにくていしょく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,焼き肉屋,やきにくや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,野球拳,やきゅうけん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,薬剤師,やくざいし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,薬草,やくそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,夜景,やけい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,夜行性,やこうせい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,野菜炒め,やさいいため,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,野菜スティック,やさいすてぃっく,すてぃっくさらだ,でぃっぷさらだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,夜食,やしょく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,やじろべえ,やじろべえ,やじろべい,やじろべー,やじろべぇ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,屋台,やたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,薬局,やっきょく,どらっぐすとあ,どらっぐすとあー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,八つ橋,やつはし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,やぶれまんじゅう,やぶれまんじゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ヤマアラシ,やまあらし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,山芋,やまいも,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,山ガール,やまがーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,山形県,やまがたけん,やまがた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,山口県,やまぐちけん,やまぐち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,山小屋,やまごや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,やまびこ,やまびこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ヤマンバ,やまんば,おにばば,きじょ,やまうば,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ヤリイカ,やりいか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,やんでれ,やんでれ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ユーカリ,ゆーかり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,勇気,ゆうき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,夕ごはん,ゆうごはん,でぃなー,ばんごはん,ばんめし,ゆうげ,ゆうしょく,よるめし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,幽体離脱（ゆうたいりだつ）,ゆうたいりだつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,夕立ち,ゆうだち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,YouTuber(ユーチューバー),ゆーちゅーばー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,郵便配達員,ゆうびんはいたついん,ゆうびん,ゆうびんやさん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,夕やけ小やけ,ゆうやけこやけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,浴衣,ゆかた,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,床暖房,ゆかだんぼう,おんどる,ゆかだん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,雪かき,ゆきかき,じょせつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,雪国,ゆきぐに,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,湯切り,ゆきり,ゆぎり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,湯けむり,ゆけむり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,柚子（ゆず）,ゆず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,輸送,ゆそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,湯たんぽ,ゆたんぽ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ユッケ,ゆっけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,湯豆腐,ゆどうふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ユニコーン,ゆにこーん,いっかくじゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ユニフォーム,ゆにふぉーむ,せいふく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,湯のみ,ゆのみ,ゆのみちゃわん,ゆのみぢゃわん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ゆびきり,ゆびきり,やくそく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,指サック,ゆびさっく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,百合,ゆり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ゆりかご,ゆりかご,べびーべっど,ようらん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,湯沸かし,ゆわかし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,夜明け,よあけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,洋菓子,ようがし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ようかん,ようかん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,楊貴妃（ようきひ）,ようきひ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,用水路,ようすいろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,幼稚園教諭,ようちえんきょうゆ,ようちえんのせんせい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,幼稚園児,ようちえんじ,えんじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,腰痛,ようつう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ヨーグルト,よーぐると,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ヨーヨーすくい,よーよーすくい,よーよーつり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ヨーロッパ,よーろっぱ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ヨガ,よが,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,予言,よげん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,横綱,よこづな,ひのしたかいさん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,汚れ,よごれ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,与謝野晶子（よさのあきこ）,よさのあきこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,夜空,よぞら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,四つ葉,よつば,よつばのくろーばー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,予定表,よていひょう,よてい,にってい,にっていひょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,夜泣き,よなき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,夜更かし,よふかし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,予防接種,よぼうせっしゅ,よぼうちゅうしゃ,わくちんせっしゅ,わくちんとうよ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,嫁,よめ,およめさん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ヨモギ,よもぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,夜,よる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラー油,らーゆ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ライダー,らいだー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ライト兄弟,らいときょうだい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,楽園,らくえん,ぱらだいす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,落書き,らくがき,ぐらふぃてぃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,楽勝,らくしょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,落石,らくせき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラグビー,らぐびー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラケット,らけっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラザニア,らざにあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラジオ体操,らじおたいそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラジカセ,らじかせ,らじおかせっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラジコン,らじこん,らじおこんとろーる,らじおこんとろーるかー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラスベガス,らすべがす,べがす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,らせん階段,らせんかいだん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラッキー,らっきー,こううん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,らっきょう,らっきょう,らっきょ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラテアート,らてあーと,こーひーあーと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラブラドール・レトリバー,らぶらどーるれとりばー,らぶらどーるれとりーばー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラベンダー,らべんだー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラム,らむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラリアット,らりあっと,らりあーと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ラリー,らりー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,蘭（らん）,らん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ランキング,らんきんぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ランタン,らんたん,かんてら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ランニングマシン,らんにんぐましん,らんにんぐましーん,るーむらんなー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,ランプ,らんぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リアス式海岸,りあすしきかいがん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リオのカーニバル,りおのかーにばる,かーにばる,さんば,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,理科,りか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リクエスト,りくえすと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リサイクル,りさいくる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リスザル,りすざる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リセット,りせっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リゾット,りぞっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リップクリーム,りっぷくりーむ,りっぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リトマス紙,りとますし,りとます,りとますしけんし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リニアモーターカー,りにあもーたーかー,りにあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リポーター,りぽーたー,いんたびゅー,れぽーたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リムジン,りむじん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リモコン,りもこん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,留学,りゅうがく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,竜宮城,りゅうぐうじょう,すいしょうきゅう,たつのみや,たつのみやこ,りゅうぐう,わたつみのみや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,流氷,りゅうひょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,リュックサック,りゅっくさっく,りゅっく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,両面テープ,りょうめんてーぷ,りゃんめんてーぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,料理,りょうり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,料理番組,りょうりばんぐみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,旅館,りょかん,しゅくはくじょ,やど,やどや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふつう,緑茶,りょくちゃ,ぐりーんてぃー,ぐりーんてぃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
